InvoiceNo,InvoiceDate,CustomerID,Country,Quantity,UnitPrice,TotalPrice
INV10530,09-04-2022,11634,UK,3,425.46,1276.38
INV13169,09-09-2022,11917,USA,1,425.46,425.46
INV11864,28-11-2022,12977,Germany,10,425.46,4254.6
INV13009,12-12-2022,12730,UK,1,425.46,425.46
INV11305,07-07-2022,,India,6,425.46,2552.76
INV11036,14-11-2022,10557,India,-2,425.46,-850.92
INV11804,11-05-2023,12007,USA,10,425.46,4254.6
INV13102,19-07-2022,10795,Germany,3,425.46,1276.38
INV12440,25-02-2023,12816,India,7,425.46,2978.22
INV12227,21-03-2022,11231,USA,6,425.46,2552.76
INV10772,10-01-2023,11002,UK,12,425.46,5105.52
INV12550,12-01-2023,10138,USA,-2,425.46,-850.92
INV14327,28-04-2022,10294,France,-1,425.46,-425.46
INV15454,02-11-2022,12748,India,12,425.46,5105.52
INV12832,10-01-2023,12092,Germany,12,425.46,5105.52
INV13743,25-07-2022,12120,Germany,5,425.46,2127.3
INV13374,13-06-2022,10180,Germany,-1,425.46,-425.46
INV10078,16-08-2022,12489,Germany,5,425.46,2127.3
INV15981,19-06-2022,11917,USA,7,425.46,2978.22
INV14894,19-07-2022,12560,India,0,425.46,0
INV12175,01-03-2022,11280,USA,5,425.46,2127.3
INV10369,04-06-2023,12260,UK,0,425.46,0
INV10689,21-08-2022,10971,Germany,14,425.46,5956.44
INV15585,06-12-2022,12926,France,0,425.46,0
INV10032,09-04-2023,12362,UK,3,425.46,1276.38
INV12649,28-02-2023,10986,France,10,425.46,4254.6
INV15052,12-09-2022,11385,Germany,11,425.46,4680.06
INV14779,08-07-2022,12496,India,6,425.46,2552.76
INV11256,31-03-2022,12246,UK,-1,425.46,-425.46
INV15349,02-06-2022,11110,USA,-1,425.46,-425.46
INV11713,01-05-2022,11068,France,0,425.46,0
INV12266,23-12-2022,12596,USA,-1,425.46,-425.46
INV10327,25-08-2022,12724,India,0,425.46,0
INV14337,07-01-2023,10143,India,-2,425.46,-850.92
INV14234,23-08-2022,11612,USA,6,425.46,2552.76
INV15167,14-05-2023,11781,USA,-2,425.46,-850.92
INV15343,05-03-2023,12580,Germany,-2,425.46,-850.92
INV10114,15-03-2023,10048,Germany,1,425.46,425.46
INV12377,20-07-2022,11097,USA,2,425.46,850.92
INV12381,29-03-2022,11535,Germany,-1,425.46,-425.46
INV13522,17-07-2022,11299,India,0,425.46,0
INV12546,25-01-2022,11458,UK,9,425.46,3829.14
INV11851,19-04-2022,12667,India,-2,425.46,-850.92
INV12636,19-11-2022,12616,USA,9,425.46,3829.14
INV15845,27-10-2022,12794,India,3,425.46,1276.38
INV14114,29-07-2022,10331,UK,7,425.46,2978.22
INV11084,21-09-2022,11467,France,4,425.46,1701.84
INV14553,26-01-2023,10787,Germany,14,425.46,5956.44
INV14604,28-01-2023,10333,France,8,425.46,3403.68
INV14297,19-01-2023,12786,France,6,425.46,2552.76
INV12965,06-02-2023,10279,Germany,7,425.46,2978.22
INV12060,26-05-2023,12328,India,12,425.46,5105.52
INV13014,30-04-2022,12467,USA,7,425.46,2978.22
INV11893,16-03-2023,12259,India,12,425.46,5105.52
INV15526,28-10-2022,11952,USA,9,425.46,3829.14
INV12207,15-03-2022,10374,India,1,425.46,425.46
INV14181,02-07-2022,10227,USA,12,425.46,5105.52
INV12009,10-02-2023,12502,USA,4,425.46,1701.84
INV15611,27-07-2022,12919,Germany,6,425.46,2552.76
INV11558,17-05-2023,,France,12,425.46,5105.52
INV11200,22-03-2022,11163,USA,2,425.46,850.92
INV14887,04-04-2023,11911,France,2,425.46,850.92
INV10504,13-05-2023,10691,Germany,-1,425.46,-425.46
INV12809,09-03-2022,11555,Germany,7,425.46,2978.22
INV13451,26-01-2022,11900,France,14,425.46,5956.44
INV14922,26-04-2022,12271,USA,11,425.46,4680.06
INV15295,22-06-2023,10087,UK,5,425.46,2127.3
INV10953,31-05-2022,10252,India,7,425.46,2978.22
INV14101,12-12-2022,12535,France,8,425.46,3403.68
INV15493,23-01-2023,10856,UK,10,425.46,4254.6
INV12190,24-02-2022,12714,UK,-1,425.46,-425.46
INV11663,29-03-2022,11884,Germany,9,425.46,3829.14
INV11466,18-08-2022,10915,UK,0,425.46,0
INV12137,23-06-2022,12162,Germany,13,425.46,5530.98
INV14964,26-03-2023,12890,USA,10,425.46,4254.6
INV15571,26-03-2022,11241,UK,11,425.46,4680.06
INV11322,29-01-2023,11363,France,2,425.46,850.92
INV10841,16-05-2023,12276,Germany,10,425.46,4254.6
INV12344,09-09-2022,11532,UK,11,425.46,4680.06
INV12620,18-04-2022,12738,USA,2,425.46,850.92
INV15861,10-12-2022,10282,UK,-2,425.46,-850.92
INV14710,04-02-2023,11943,Germany,9,425.46,3829.14
INV13112,07-10-2022,12710,UK,10,425.46,4254.6
INV13805,18-03-2023,10110,France,12,425.46,5105.52
INV13578,22-06-2022,11028,UK,1,425.46,425.46
INV14824,21-01-2023,10769,UK,7,425.46,2978.22
INV15800,01-12-2022,12664,Germany,-1,425.46,-425.46
INV15052,23-03-2022,12612,France,3,425.46,1276.38
INV10979,07-11-2022,12232,India,9,425.46,3829.14
INV13511,13-05-2023,11696,France,14,425.46,5956.44
INV14402,06-09-2022,11459,UK,2,425.46,850.92
INV13424,21-01-2022,12092,UK,8,425.46,3403.68
INV11240,19-05-2022,10766,UK,10,425.46,4254.6
INV15343,06-05-2023,12520,UK,6,425.46,2552.76
INV10961,20-01-2023,11947,UK,5,425.46,2127.3
INV15361,05-06-2022,12195,India,3,425.46,1276.38
INV10501,24-09-2022,10437,USA,6,425.46,2552.76
INV10228,31-12-2022,11462,France,4,425.46,1701.84
INV12854,28-08-2022,10450,USA,9,425.46,3829.14
INV11679,12-02-2022,10878,India,4,425.46,1701.84
INV10157,13-12-2022,12457,India,11,425.46,4680.06
INV10025,16-03-2023,11915,UK,0,425.46,0
INV11940,10-06-2023,10640,France,10,425.46,4254.6
INV12355,27-11-2022,11128,France,13,425.46,5530.98
INV10969,03-09-2022,10782,India,13,425.46,5530.98
INV15101,22-03-2023,11707,India,10,425.46,4254.6
INV10827,28-03-2022,11882,UK,14,425.46,5956.44
INV14189,16-01-2023,12455,France,2,425.46,850.92
INV10964,13-09-2022,10123,UK,11,425.46,4680.06
INV15396,31-01-2023,11717,France,4,425.46,1701.84
INV12798,05-05-2022,11307,UK,-2,425.46,-850.92
INV15952,15-06-2022,11061,UK,13,425.46,5530.98
INV12855,23-05-2022,12197,France,-1,425.46,-425.46
INV12015,12-04-2022,12745,India,0,425.46,0
INV14622,14-06-2023,11487,France,9,425.46,3829.14
INV15194,23-08-2022,12773,Germany,8,425.46,3403.68
INV12164,30-10-2022,11971,Germany,10,425.46,4254.6
INV11947,09-03-2022,11345,India,12,425.46,5105.52
INV12459,06-08-2022,11992,UK,-2,425.46,-850.92
INV12937,27-08-2022,10886,France,-1,425.46,-425.46
INV11918,01-08-2022,10021,India,2,425.46,850.92
INV15578,23-05-2022,10448,India,2,425.46,850.92
INV10744,28-10-2022,11724,Germany,9,425.46,3829.14
INV14334,15-04-2022,12013,UK,4,425.46,1701.84
INV15175,03-05-2022,12120,France,11,425.46,4680.06
INV15040,17-09-2022,11870,Germany,5,425.46,2127.3
INV13591,08-06-2022,10855,India,4,425.46,1701.84
INV12741,06-03-2023,11784,Germany,3,425.46,1276.38
INV10230,16-03-2022,10443,Germany,6,425.46,2552.76
INV13786,15-01-2022,11331,UK,5,425.46,2127.3
INV11799,06-10-2022,11536,Germany,0,425.46,0
INV15348,05-03-2022,10647,UK,14,425.46,5956.44
INV10135,30-04-2023,12759,USA,8,425.46,3403.68
INV13453,21-09-2022,12388,France,-1,425.46,-425.46
INV10724,20-01-2023,12216,UK,6,425.46,2552.76
INV12962,30-03-2023,12421,UK,12,425.46,5105.52
INV15295,14-10-2022,12676,UK,0,425.46,0
INV11621,21-12-2022,11280,France,10,425.46,4254.6
INV13978,02-05-2022,12664,France,1,425.46,425.46
INV11984,11-01-2023,11361,USA,12,425.46,5105.52
INV10398,22-07-2022,10712,Germany,14,425.46,5956.44
INV12120,14-05-2023,12822,Germany,8,425.46,3403.68
INV15490,06-09-2022,11134,USA,1,425.46,425.46
INV14375,22-03-2023,10707,Germany,7,425.46,2978.22
INV10828,13-07-2022,10202,Germany,1,425.46,425.46
INV12236,26-01-2022,12065,USA,0,425.46,0
INV12453,06-06-2022,11523,Germany,8,425.46,3403.68
INV13970,20-06-2022,12140,France,8,425.46,3403.68
INV15404,18-03-2022,12527,Germany,14,425.46,5956.44
INV12972,11-04-2023,12832,UK,9,425.46,3829.14
INV10466,09-01-2022,11366,USA,6,425.46,2552.76
INV15919,04-05-2022,11779,India,10,425.46,4254.6
INV14742,28-01-2022,12490,Germany,10,425.46,4254.6
INV13335,15-07-2022,,USA,3,425.46,1276.38
INV12712,15-09-2022,11195,Germany,9,425.46,3829.14
INV14235,03-05-2023,10889,Germany,3,425.46,1276.38
INV13238,30-05-2022,11856,USA,4,425.46,1701.84
INV15101,30-04-2022,10701,UK,-2,425.46,-850.92
INV12676,04-06-2023,11968,Germany,3,425.46,1276.38
INV14129,18-02-2023,10834,USA,11,425.46,4680.06
INV15456,04-08-2022,11151,France,12,425.46,5105.52
INV12807,22-02-2022,10438,France,11,425.46,4680.06
INV14950,01-06-2023,12509,USA,11,425.46,4680.06
INV15035,07-05-2023,11676,Germany,2,425.46,850.92
INV11732,31-01-2022,11814,India,14,425.46,5956.44
INV11718,14-04-2022,,Germany,0,425.46,0
INV14548,19-01-2022,,France,12,425.46,5105.52
INV12311,23-05-2023,10009,India,3,425.46,1276.38
INV10463,07-06-2023,11003,France,2,425.46,850.92
INV14399,05-03-2023,10835,France,3,425.46,1276.38
INV11894,22-06-2022,11469,USA,5,425.46,2127.3
INV15694,24-06-2023,12099,France,9,425.46,3829.14
INV14403,24-01-2022,12105,France,0,425.46,0
INV11326,13-05-2022,12595,USA,-1,425.46,-425.46
INV13290,15-09-2022,12445,India,0,425.46,0
INV12163,28-07-2022,10073,UK,8,425.46,3403.68
INV15461,17-04-2022,11995,UK,13,425.46,5530.98
INV12106,16-04-2023,11836,USA,2,425.46,850.92
INV10808,03-05-2023,11966,Germany,8,425.46,3403.68
INV13634,12-02-2023,10795,France,11,425.46,4680.06
INV11703,22-05-2022,10250,Germany,14,425.46,5956.44
INV10426,06-02-2022,10724,France,6,425.46,2552.76
INV12602,11-02-2023,10361,UK,-1,425.46,-425.46
INV12525,14-04-2022,11443,Germany,1,425.46,425.46
INV11614,03-09-2022,12209,France,0,425.46,0
INV14209,21-03-2022,11758,France,13,425.46,5530.98
INV15190,16-07-2022,10160,UK,9,425.46,3829.14
INV13539,09-05-2023,11887,USA,6,425.46,2552.76
INV12433,12-07-2022,12793,UK,0,425.46,0
INV10699,25-03-2023,10146,India,8,425.46,3403.68
INV14537,11-07-2022,11378,France,8,425.46,3403.68
INV11451,01-02-2023,11655,India,3,425.46,1276.38
INV12010,25-06-2022,11208,Germany,6,425.46,2552.76
INV11954,08-03-2022,12189,UK,8,425.46,3403.68
INV13493,03-11-2022,12073,Germany,-2,425.46,-850.92
INV11449,13-08-2022,12187,India,10,425.46,4254.6
INV10933,28-12-2022,12729,USA,6,425.46,2552.76
INV14562,20-04-2023,12145,Germany,11,425.46,4680.06
INV14770,29-09-2022,10161,India,7,425.46,2978.22
INV15064,18-07-2022,10914,France,9,425.46,3829.14
INV15017,05-01-2022,12684,France,9,425.46,3829.14
INV14825,06-01-2023,12379,USA,14,425.46,5956.44
INV15198,28-02-2022,10419,India,13,425.46,5530.98
INV15615,28-03-2023,,USA,12,425.46,5105.52
INV14835,03-06-2023,12161,India,2,425.46,850.92
INV12517,14-06-2023,12288,UK,5,425.46,2127.3
INV15009,26-09-2022,11563,UK,9,425.46,3829.14
INV13398,10-07-2022,11699,India,-1,425.46,-425.46
INV14267,07-11-2022,12364,UK,3,425.46,1276.38
INV11573,01-01-2023,11377,UK,0,425.46,0
INV11775,23-01-2022,10498,France,12,425.46,5105.52
INV14817,01-01-2022,11645,UK,7,425.46,2978.22
INV10937,13-07-2022,11565,Germany,-1,425.46,-425.46
INV13356,08-03-2022,10821,UK,7,425.46,2978.22
INV11695,30-04-2022,10074,Germany,14,425.46,5956.44
INV13355,09-02-2023,12756,UK,-2,425.46,-850.92
INV13442,18-05-2023,12763,USA,-1,425.46,-425.46
INV13887,23-05-2022,11613,USA,12,425.46,5105.52
INV10406,23-02-2022,10806,Germany,-2,425.46,-850.92
INV11815,10-08-2022,12661,UK,7,425.46,2978.22
INV14725,07-02-2023,11409,Germany,4,425.46,1701.84
INV13337,03-05-2022,12583,UK,8,425.46,3403.68
INV10397,02-08-2022,11667,USA,8,425.46,3403.68
INV12430,28-01-2023,11044,France,6,425.46,2552.76
INV11976,14-02-2022,,France,2,425.46,850.92
INV11647,25-05-2022,10550,UK,3,425.46,1276.38
INV11724,16-04-2023,10818,India,8,425.46,3403.68
INV11811,21-10-2022,11289,USA,7,425.46,2978.22
INV15070,02-04-2022,11871,UK,14,425.46,5956.44
INV12006,08-08-2022,10688,USA,4,425.46,1701.84
INV13688,10-10-2022,11931,Germany,9,425.46,3829.14
INV12438,14-01-2023,12872,USA,13,425.46,5530.98
INV13568,16-04-2023,12037,UK,9,425.46,3829.14
INV12045,04-03-2023,12426,India,1,425.46,425.46
INV10497,08-01-2023,12761,UK,2,425.46,850.92
INV12525,01-12-2022,11637,India,6,425.46,2552.76
INV15567,14-06-2022,11680,UK,3,425.46,1276.38
INV15585,20-03-2022,10022,Germany,14,425.46,5956.44
INV12036,29-07-2022,11833,USA,-1,425.46,-425.46
INV11955,01-01-2022,12251,India,-2,425.46,-850.92
INV15712,20-04-2022,,UK,14,425.46,5956.44
INV11949,22-06-2022,11510,Germany,1,425.46,425.46
INV15874,10-03-2023,12980,USA,9,425.46,3829.14
INV11042,01-08-2022,10587,India,11,425.46,4680.06
INV13115,23-03-2023,12970,USA,1,425.46,425.46
INV12355,08-05-2023,12138,USA,13,425.46,5530.98
INV11352,18-03-2022,12463,India,11,425.46,4680.06
INV11557,20-07-2022,11632,UK,-1,425.46,-425.46
INV12236,26-01-2022,11202,Germany,1,425.46,425.46
INV10271,16-10-2022,12724,France,2,425.46,850.92
INV11488,30-03-2023,11619,UK,12,425.46,5105.52
INV10634,23-06-2022,11028,India,1,425.46,425.46
INV11734,05-04-2022,12697,USA,7,425.46,2978.22
INV10019,26-09-2022,11625,France,3,425.46,1276.38
INV10751,18-08-2022,10841,Germany,9,425.46,3829.14
INV11215,07-11-2022,10902,Germany,5,425.46,2127.3
INV13473,24-05-2022,11175,Germany,14,425.46,5956.44
INV14100,23-02-2022,12395,India,3,425.46,1276.38
INV15039,05-07-2022,10091,UK,9,425.46,3829.14
INV10318,04-02-2023,12836,France,-2,425.46,-850.92
INV13631,10-06-2023,11450,UK,12,425.46,5105.52
INV10826,05-12-2022,11740,UK,3,425.46,1276.38
INV11833,29-08-2022,10599,India,14,425.46,5956.44
INV14789,25-01-2022,10800,Germany,13,425.46,5530.98
INV15834,28-01-2023,11797,France,10,425.46,4254.6
INV13523,21-10-2022,11235,France,14,425.46,5956.44
INV14468,24-06-2022,10958,UK,11,425.46,4680.06
INV14124,30-03-2023,,USA,-2,425.46,-850.92
INV12765,14-01-2023,10287,France,11,425.46,4680.06
INV14712,27-07-2022,11249,France,6,425.46,2552.76
INV14485,20-10-2022,12313,India,7,425.46,2978.22
INV10203,02-09-2022,11357,India,14,425.46,5956.44
INV11230,09-03-2023,12206,UK,0,425.46,0
INV11148,17-06-2022,12099,Germany,13,425.46,5530.98
INV13256,17-03-2023,10163,UK,-2,425.46,-850.92
INV10427,15-11-2022,12124,India,3,425.46,1276.38
INV10423,09-04-2022,11806,India,12,425.46,5105.52
INV13858,13-02-2023,10632,USA,0,425.46,0
INV15236,20-01-2022,10185,France,9,425.46,3829.14
INV12340,17-09-2022,11974,USA,1,425.46,425.46
INV14242,05-04-2023,12593,Germany,2,425.46,850.92
INV15346,08-09-2022,11803,Germany,7,425.46,2978.22
INV13102,29-05-2022,10901,France,11,425.46,4680.06
INV10238,08-12-2022,12619,Germany,1,425.46,425.46
INV15649,16-08-2022,11615,India,5,425.46,2127.3
INV15014,16-01-2022,10586,Germany,12,425.46,5105.52
INV10913,04-04-2022,12604,France,13,425.46,5530.98
INV15194,28-01-2022,11420,UK,5,425.46,2127.3
INV10860,30-10-2022,10606,Germany,3,425.46,1276.38
INV15584,27-05-2022,10598,Germany,14,425.46,5956.44
INV15037,27-01-2023,10520,India,6,425.46,2552.76
INV12616,08-02-2022,11393,UK,4,425.46,1701.84
INV10755,02-04-2022,10121,USA,-2,425.46,-850.92
INV12158,08-02-2022,12119,France,-1,425.46,-425.46
INV15886,05-03-2022,11271,USA,-2,425.46,-850.92
INV10425,12-03-2022,11162,USA,7,425.46,2978.22
INV10292,16-09-2022,10486,India,14,425.46,5956.44
INV14832,19-10-2022,11559,UK,-2,425.46,-850.92
INV10574,12-04-2022,12326,Germany,-1,425.46,-425.46
INV14443,26-03-2023,12571,France,11,425.46,4680.06
INV13098,19-06-2022,12112,UK,0,425.46,0
INV10735,15-04-2023,11816,France,-2,425.46,-850.92
INV12318,06-04-2022,11988,France,9,425.46,3829.14
INV14756,18-06-2023,12849,UK,2,425.46,850.92
INV15527,17-02-2023,11609,France,11,425.46,4680.06
INV12638,28-10-2022,12091,France,8,425.46,3403.68
INV15139,04-08-2022,10014,UK,-2,425.46,-850.92
INV14841,08-10-2022,12367,USA,13,425.46,5530.98
INV12650,22-02-2023,10010,Germany,2,425.46,850.92
INV10188,01-06-2022,10684,USA,9,425.46,3829.14
INV13884,20-03-2022,11534,France,12,425.46,5105.52
INV13319,03-05-2022,12927,India,-2,425.46,-850.92
INV14881,03-01-2022,10873,USA,10,425.46,4254.6
INV14632,13-02-2022,11942,France,13,425.46,5530.98
INV11051,29-12-2022,,France,2,425.46,850.92
INV12561,19-07-2022,12802,Germany,13,425.46,5530.98
INV14029,02-09-2022,12742,USA,2,425.46,850.92
INV11799,14-12-2022,10327,France,8,425.46,3403.68
INV12447,04-07-2022,12856,UK,6,425.46,2552.76
INV14288,08-03-2022,12012,Germany,12,425.46,5105.52
INV15484,21-06-2022,10837,UK,7,425.46,2978.22
INV14411,14-06-2023,11110,France,2,425.46,850.92
INV11282,06-03-2023,12597,USA,5,425.46,2127.3
INV15551,18-01-2023,11098,Germany,11,425.46,4680.06
INV10336,13-07-2022,10580,USA,11,425.46,4680.06
INV14910,16-04-2022,11959,Germany,7,425.46,2978.22
INV11079,13-03-2022,12473,USA,-2,425.46,-850.92
INV11849,14-08-2022,11151,Germany,6,425.46,2552.76
INV12196,05-06-2023,10066,USA,-2,425.46,-850.92
INV11493,08-04-2022,12666,France,3,425.46,1276.38
INV14955,29-06-2022,10082,France,8,425.46,3403.68
INV11716,05-06-2023,10941,Germany,6,425.46,2552.76
INV13422,20-03-2023,,France,13,425.46,5530.98
INV14936,09-05-2023,10524,UK,-1,425.46,-425.46
INV13157,23-07-2022,12754,USA,9,425.46,3829.14
INV15941,28-11-2022,11147,Germany,3,425.46,1276.38
INV10274,05-03-2023,10097,UK,9,425.46,3829.14
INV15113,13-04-2023,11848,Germany,4,425.46,1701.84
INV15477,09-05-2022,11370,India,12,425.46,5105.52
INV13507,12-01-2023,10670,India,-2,425.46,-850.92
INV15470,12-04-2023,10125,India,0,425.46,0
INV10271,20-03-2022,11370,India,1,425.46,425.46
INV12867,21-11-2022,10678,USA,-1,425.46,-425.46
INV15735,04-10-2022,11866,USA,2,425.46,850.92
INV12067,29-03-2022,10298,USA,-2,425.46,-850.92
INV12530,04-04-2023,11833,UK,4,425.46,1701.84
INV12606,15-03-2022,10421,USA,12,425.46,5105.52
INV12040,11-04-2022,12124,Germany,9,425.46,3829.14
INV13766,19-02-2023,10154,USA,6,425.46,2552.76
INV10045,23-11-2022,10114,Germany,0,425.46,0
INV13041,10-05-2022,11071,France,11,425.46,4680.06
INV15482,20-08-2022,10784,Germany,10,425.46,4254.6
INV12724,19-02-2022,11391,UK,11,425.46,4680.06
INV13094,11-03-2022,11723,UK,5,425.46,2127.3
INV11409,07-12-2022,12659,France,11,425.46,4680.06
INV14867,31-03-2023,11010,UK,4,425.46,1701.84
INV13354,09-04-2023,12331,USA,0,425.46,0
INV10129,17-11-2022,10678,Germany,3,425.46,1276.38
INV10740,29-01-2023,10485,India,3,425.46,1276.38
INV11912,25-05-2022,11053,USA,6,425.46,2552.76
INV11189,28-07-2022,10746,UK,8,425.46,3403.68
INV11626,24-03-2023,10588,USA,12,425.46,5105.52
INV15201,02-05-2023,10427,France,7,425.46,2978.22
INV10472,12-06-2023,11000,France,-1,425.46,-425.46
INV11535,14-10-2022,11710,France,6,425.46,2552.76
INV12800,30-03-2023,10954,Germany,8,425.46,3403.68
INV11701,08-04-2023,11029,UK,8,425.46,3403.68
INV15086,11-07-2022,11087,USA,5,425.46,2127.3
INV13910,31-03-2022,11100,France,8,425.46,3403.68
INV14698,22-03-2022,12747,USA,2,425.46,850.92
INV15011,24-08-2022,12237,UK,3,425.46,1276.38
INV10879,05-05-2022,10809,Germany,8,425.46,3403.68
INV15467,03-02-2022,12970,France,6,425.46,2552.76
INV12829,29-04-2023,10228,India,1,425.46,425.46
INV14043,07-05-2023,12767,UK,2,425.46,850.92
INV13323,02-05-2022,,Germany,2,425.46,850.92
INV15851,25-05-2022,10794,UK,1,425.46,425.46
INV11318,05-02-2022,12561,Germany,0,425.46,0
INV14141,07-12-2022,12848,India,8,425.46,3403.68
INV15072,23-10-2022,11385,Germany,14,425.46,5956.44
INV12728,19-12-2022,12238,USA,4,425.46,1701.84
INV13494,26-06-2022,,USA,8,425.46,3403.68
INV12772,07-06-2023,12516,USA,12,425.46,5105.52
INV13519,11-08-2022,11386,Germany,9,425.46,3829.14
INV11310,06-05-2023,11548,France,4,425.46,1701.84
INV12155,06-01-2022,10117,India,12,425.46,5105.52
INV11590,02-03-2023,11508,USA,5,425.46,2127.3
INV13749,24-05-2023,10397,USA,7,425.46,2978.22
INV13696,11-10-2022,12979,USA,2,425.46,850.92
INV14066,22-12-2022,10318,France,11,425.46,4680.06
INV15583,13-01-2022,11657,USA,11,425.46,4680.06
INV10470,16-05-2022,12787,UK,-1,425.46,-425.46
INV11187,17-09-2022,11363,India,9,425.46,3829.14
INV11567,06-06-2022,11332,Germany,1,425.46,425.46
INV11262,25-10-2022,12471,UK,2,425.46,850.92
INV11689,18-07-2022,12946,UK,8,425.46,3403.68
INV13554,06-06-2022,,UK,9,425.46,3829.14
INV13694,16-11-2022,10512,UK,0,425.46,0
INV15168,23-05-2023,10840,Germany,13,425.46,5530.98
INV14337,21-09-2022,12583,France,12,425.46,5105.52
INV12607,17-04-2022,10668,France,11,425.46,4680.06
INV14668,13-04-2023,10127,UK,5,425.46,2127.3
INV12446,27-10-2022,11923,UK,1,425.46,425.46
INV14688,06-04-2022,12731,India,10,425.46,4254.6
INV11641,13-02-2023,12552,Germany,-1,425.46,-425.46
INV10393,29-01-2022,11775,India,-1,425.46,-425.46
INV11117,13-06-2022,12492,USA,11,425.46,4680.06
INV14118,15-12-2022,10177,USA,6,425.46,2552.76
INV14754,26-04-2023,12951,Germany,5,425.46,2127.3
INV10617,17-03-2022,12681,France,14,425.46,5956.44
INV11959,18-08-2022,12744,UK,0,425.46,0
INV15042,22-06-2023,12190,France,7,425.46,2978.22
INV11949,14-05-2022,11794,UK,5,425.46,2127.3
INV15083,10-03-2022,11480,UK,14,425.46,5956.44
INV15019,04-11-2022,10012,France,13,425.46,5530.98
INV15864,02-06-2023,12557,USA,2,425.46,850.92
INV13692,15-01-2023,12598,France,11,425.46,4680.06
INV12303,14-02-2022,10562,Germany,13,425.46,5530.98
INV10226,02-07-2022,12244,Germany,8,425.46,3403.68
INV10633,12-04-2023,10785,USA,9,425.46,3829.14
INV12517,28-06-2022,10247,Germany,8,425.46,3403.68
INV11838,12-05-2023,11161,India,5,425.46,2127.3
INV13058,17-05-2022,11196,India,6,425.46,2552.76
INV15899,06-06-2023,10522,USA,2,425.46,850.92
INV12177,23-12-2022,11223,India,5,425.46,2127.3
INV15264,08-10-2022,10596,UK,-2,425.46,-850.92
INV10528,17-03-2022,11020,Germany,9,425.46,3829.14
INV10763,05-05-2022,11917,India,14,425.46,5956.44
INV14239,09-01-2023,10144,USA,14,425.46,5956.44
INV11721,26-12-2022,12723,Germany,11,425.46,4680.06
INV11352,11-07-2022,10141,France,7,425.46,2978.22
INV11307,25-12-2022,11700,USA,5,425.46,2127.3
INV14684,08-01-2022,12663,India,12,425.46,5105.52
INV12969,18-06-2022,10162,India,4,425.46,1701.84
INV13906,17-03-2022,10644,USA,-2,425.46,-850.92
INV13058,12-06-2022,11075,UK,14,425.46,5956.44
INV10747,14-05-2023,11256,USA,-2,425.46,-850.92
INV11820,22-02-2022,11573,France,6,425.46,2552.76
INV13458,19-02-2022,11936,UK,12,425.46,5105.52
INV11714,28-09-2022,12912,Germany,11,425.46,4680.06
INV15214,12-05-2023,12211,India,13,425.46,5530.98
INV14761,21-02-2023,11988,USA,10,425.46,4254.6
INV12747,22-12-2022,11941,India,12,425.46,5105.52
INV12245,17-03-2022,11878,France,4,425.46,1701.84
INV14027,02-12-2022,12246,Germany,6,425.46,2552.76
INV12136,13-10-2022,12400,Germany,0,425.46,0
INV13935,17-03-2022,10677,UK,-2,425.46,-850.92
INV15558,06-08-2022,11679,France,0,425.46,0
INV13165,05-09-2022,10046,USA,12,425.46,5105.52
INV13986,10-12-2022,10326,France,6,425.46,2552.76
INV15366,22-03-2022,11743,Germany,0,425.46,0
INV13496,12-10-2022,12968,India,10,425.46,4254.6
INV13086,28-12-2022,11424,Germany,8,425.46,3403.68
INV12574,07-04-2022,10444,UK,7,425.46,2978.22
INV12723,29-07-2022,10531,France,8,425.46,3403.68
INV15986,09-06-2023,12015,USA,0,425.46,0
INV15673,25-05-2023,10481,UK,2,425.46,850.92
INV12234,17-09-2022,11118,UK,8,425.46,3403.68
INV13217,26-07-2022,12578,India,12,425.46,5105.52
INV12311,05-05-2023,11712,USA,4,425.46,1701.84
INV13703,26-10-2022,10262,France,6,425.46,2552.76
INV14530,24-06-2023,12699,India,-1,425.46,-425.46
INV11331,16-06-2023,12817,UK,6,425.46,2552.76
INV12685,31-03-2023,11809,India,8,425.46,3403.68
INV15143,11-12-2022,12650,France,11,425.46,4680.06
INV10769,09-09-2022,12428,UK,10,425.46,4254.6
INV10301,14-06-2022,11263,India,0,425.46,0
INV10746,26-01-2023,12489,USA,5,425.46,2127.3
INV10726,14-04-2023,12673,USA,1,425.46,425.46
INV13083,06-06-2023,11134,India,-2,425.46,-850.92
INV15157,09-11-2022,10785,Germany,-1,425.46,-425.46
INV12464,12-05-2022,11252,Germany,-2,425.46,-850.92
INV15225,20-02-2022,10565,Germany,8,425.46,3403.68
INV14435,12-05-2022,12256,Germany,8,425.46,3403.68
INV12633,03-02-2022,11844,France,1,425.46,425.46
INV13235,24-01-2023,10756,Germany,11,425.46,4680.06
INV13683,27-09-2022,12629,France,11,425.46,4680.06
INV11887,10-12-2022,11137,UK,9,425.46,3829.14
INV12029,24-02-2022,11731,India,3,425.46,1276.38
INV14778,29-03-2022,12860,Germany,2,425.46,850.92
INV15951,23-09-2022,11078,USA,0,425.46,0
INV15147,28-10-2022,11804,India,8,425.46,3403.68
INV14811,03-12-2022,10447,France,12,425.46,5105.52
INV13731,19-05-2023,12290,UK,2,425.46,850.92
INV13629,25-07-2022,12201,Germany,0,425.46,0
INV11973,26-09-2022,12059,USA,-2,425.46,-850.92
INV14687,18-01-2022,11559,USA,-1,425.46,-425.46
